🍒尚爱短剧🍒,#genre#
老祖宗她不伺候了,https://v8.qrssuv.com/wjv8/202511/14/2CWsKJS9bH80/video/1000k_720/hls/index.m3u8
我的夫人不好惹,https://hn.bfvvs.com/play/hls/aOYYpnLd/index.m3u8
零零后整顿职场,https://hn.bfvvs.com/play/hls/b822wvge/index.m3u8
贪欢短剧版,https://v11.qrssuv.com/wjv11/202512/29/EbYFfDcMFj96/video/1000k_720/hls/index.m3u8
别对我动心,https://hn.bfvvs.com/play/hls/dG66GX5b/index.m3u8
她之谋短剧,https://v6.qrssuv.com/wjv6/202502/25/GGw6nwfcEm78/video/1000k_720/hls/index.m3u8
霍总闪个婚,https://hn.bfvvs.com/play/hls/eXDDlo8e/index.m3u8
鬓边有朵栀子肥,https://play.xluuss.com/play/hls/aKrr2qre/index.m3u8
重生之逆天改命,https://v9.qrssuv.com/wjv9/202408/01/V7VreLvxWc81/video/1000k_720/hls/index.m3u8
重生后高冷校花竟如此可爱,https://hn.bfvvs.com/play/hls/en5ZQqYd/index.m3u8
黑客少女的闪婚,https://v10.qrssuv.com/wjv10/202509/29/6YCKCVtYtH82/video/1000k_720/hls/index.m3u8
娘娘总是要进步,https://v3.qrssuv.com/wjv3/202502/04/00UTkxEPW275/video/1000k_720/hls/index.m3u8
 南二小姐不好惹,https://hn.bfvvs.com/play/hls/e0RR1O5b/index.m3u8
饥荒全村吃草根我带全家顿顿肉,https://v.gsuus.com/play/hls/penBGQ4e/index.m3u8
全家偷听养女心声重生后我笑了,https://v10.qrssuv.com/wjv10/202511/23/2iZq7asjHi82/video/1000k_720/hls/index.m3u8
双重生后沈小姐拒不复合,https://v10.qrssuv.com/wjv10/202502/28/yBePHkwqVf82/video/1000k_720/hls/index.m3u8
先孕后爱傅爷每天都想官宣,https://v5.qrssuv.com/wjv5/202411/24/meyYv4aksF77/video/1000k_720/hls/index.m3u8
我应聘保镖总裁你咋当众求婚,https://v11.qrssuv.com/wjv11/202409/16/QrcA2eB9Ld83/video/1000k_720/hls/index.m3u8
我不只是神医还是神,https://v5.qrssuv.com/wjv5/202412/22/tLyr2y59Tb77/video/1000k_720/hls/index.m3u8
此世人间不相逢,https://v11.qrssuv.com/wjv11/202510/01/07tdJWkBi583/video/1000k_720/hls/index.m3u8
爱你欲言又止https://cdn.wlcdn99.com:777/3eb38756/index.m3u8,
盛夏芬德拉,https://v10.qrssuv.com/wjv10/202509/21/aDpPshW1py82/video/1000k_720/hls/index.m3u8
三万英尺的暗恋,https://v4.fentvoss.com/sdv4/202410/21/nrn9V6HDLN20/video/2000k_1080/hls/index.m3u8
我的极品女房东1,https://v.gsuus.com/play/hls/0dNAZ7zb/index.m3u8
我的极品女房东2,https://v.gsuus.com/play/hls/oeEoNKkb/index.m3u8
我的极品女房东3,https://v.gsuus.com/play/hls/7ax4Zora/index.m3u8
我的极品女房东4,https://v.gsuus.com/play/hls/xbo4NAKd/index.m3u8
国民老公带回家,https://hn.bfvvs.com/play/hls/nelABjra/index.m3u8
她从荆棘中归来,https://v11.qrssuv.com/wjv11/202510/24/u9bdVi4meP83/video/1000k_720/hls/index.m3u8
此生愿与君陌路,https://v3.qrssuv.com/wjv3/202501/18/HzJGyEr2JY75/video/1000k_720/hls/index.m3u8
我的失忆保镖,https://v9.qrssuv.com/wjv9/202411/17/mauL0PWZjh81/video/1000k_720/hls/index.m3u8
他眼中有场季风 ,https://v2.qrssuv.com/wjv2/202601/28/YNxYShH4sV93/video/1000k_720/hls/index.m3u8
月光渡我向星河,https://hn.bfvvs.com/play/hls/aADDYX9e/index.m3u8
俯仰人间八年春,https://v10.qrssuv.com/wjv10/202502/25/kMuMNqTwK982/video/1000k_720/hls/index.m3u8
假千金翻身成豪门,https://v11.qrssuv.com/wjv11/202408/11/7zBv8jyyVZ83/video/1000k_720/hls/index.m3u8

🍒尚爱短剧🍒2,#genre#
美女总裁不好惹,https://v10.qrssuv.com/wjv10/202512/01/wV90sSRLq490/video/1000k_720/hls/index.m3u8
玫瑰与青松,https://hn.bfvvs.com/play/hls/aM882GQe/index.m3u8
领证当天放鸽子我靠系统逆袭,https://v8.qrssuv.com/wjv8/202601/28/Ty2Ji3tB0g94/video/1000k_720/hls/index.m3u8
你惹她干嘛她黑白两道皆马甲,https://v1.qrssuv.com/wjv1/202512/15/hPxTNpfXXD91/video/1000k_720/hls/index.m3u8
裴律师追妻她竟是隐藏大佬,https://cdn.yzzy32-play.com/20251209/2891_7a006957/2100k/hls/mixed.m3u8
觉醒震惊系统我成了全校公敌,https://v9.qrssuv.com/wjv9/202601/28/J3fqJf2sYm90/video/1000k_720/hls/index.m3u8
我有系统无敌保护冰山未婚妻,https://v3.qrssuv.com/wjv3/202601/29/afewCMD1q196/video/1000k_720/hls/index.m3u8
八岁千金带我逆风翻盘,https://hn.bfvvs.com/play/hls/epYY6xQa/index.m3u8
相恋穿梭千年,https://hn.bfvvs.com/play/hls/eXD6x0We/index.m3u8
这个厨子超能打,https://hn.bfvvs.com/play/hls/b4xxgVkb/index.m3u8
天降玄宝妈咪遇难呈祥,https://cdn.yzzy31-play.com/20260103/10357_f52166cd/2100k/hls/mixed.m3u8
重生1985我复刻了金缕玉衣,https://hn.bfvvs.com/play/hls/e0RR4WVb/index.m3u8
我穿越到死后第十年,https://hn.bfvvs.com/play/hls/epYYrkQa/index.m3u8
我和1000万隔着个老板,https://v6.qrssuv.com/wjv6/202601/26/8PznYiDdaM97/video/1000k_720/hls/index.m3u8
大小姐她得罪不起,https://v6.qrssuv.com/wjv6/202601/29/PLPMYeYtPh89/video/1000k_720/hls/index.m3u8
报告婆婆我是你闺蜜,https://v11.qrssuv.com/wjv11/202601/27/q9VSM0TKat91/video/1000k_720/hls/index.m3u8
我替女儿清理门户,https://v.gsuus.com/play/hls/azppwEZd/index.m3u8
千金还在演我一心搞科研,https://v4.qrssuv.com/wjv4/202601/29/KTN4QAiBKF94/video/1000k_720/hls/index.m3u8
魔头娘子驾到,https://v11.qrssuv.com/wjv11/202601/29/XqSfPf5FP691/video/1000k_720/hls/index.m3u8
梦醒踹渣太子爷拐我回家,https://hn.bfvvs.com/play/hls/dyPPRkRb/index.m3u8
闺蜜齐穿嫁豪门要跑一起跑,https://v11.qrssuv.com/wjv11/202601/24/GhwGjNsUP789/video/1000k_720/hls/index.m3u8
闺蜜双穿这次不斗只磕CP,https://hn.bfvvs.com/play/hls/eXDD3qoe/index.m3u8
为了亏钱我成了神仙老板,https://hn.bfvvs.com/play/hls/b822mGWe/index.m3u8
大小姐她得罪不起,https://v6.qrssuv.com/wjv6/202601/29/PLPMYeYtPh89/video/1000k_720/hls/index.m3u8
年下保镖虽厉害大小姐更无敌,https://hn.bfvvs.com/play/hls/erkkKKLa/index.m3u8
假如微光识星辰,https://hn.bfvvs.com/play/hls/dwppYqre/index.m3u8
梦醒踹渣太子爷拐我回家,https://hn.bfvvs.com/play/hls/dyPPRkRb/index.m3u8
真千金她绝不受气,https://hn.bfvvs.com/play/hls/eXDD1nve/index.m3u8
甩了前夫后我掉马震惊全场,https://hn.bfvvs.com/play/hls/en550RPd/index.m3u8
黑千金上位手册,https://play.xluuss.com/play/hls/aQWWEZ5d/index.m3u8
出狱后她成了封少心尖宠,https://hn.bfvvs.com/play/hls/en55opDd/index.m3u8
偏心过后我光芒万丈,https://v12.qrssuv.com/wjv12/202601/26/k2CbvnE32U89/video/1000k_720/hls/index.m3u8
反派开局拿下萝莉女主,https://cdn.yzzy31-play.com/20260103/10337_e64f3468/2100k/hls/mixed.m3u8
别对我动心,https://hn.bfvvs.com/play/hls/dG66GX5b/index.m3u8
予你我的余生情,https://cdn.yzzy34-play.com/20260129/12_c20ad4d7/2100k/hls/mixed.m3u8
糟糕一不小心撩上了京圈太子,https://hn.bfvvs.com/play/hls/elYYjpMa/index.m3u8
长生我在掖幽庭风华日月,https://hn.bfvvs.com/play/hls/eXDDBzAe/index.m3u8
豪门干金美飒无敌,https://v8.qrssuv.com/wjv8/202601/29/jsC0966DrJ96/video/1000k_720/hls/index.m3u8
我用系统bug骗翻全世界,https://hn.bfvvs.com/play/hls/elYYWyga/index.m3u8
偏心学弟后她悔不当初,https://hn.bfvvs.com/play/hls/ejR2Rlze/index.m3u8
我就表白玩玩你来真的,https://hn.bfvvs.com/play/hls/eZ6672we/index.m3u8
乡下老祖宗竟是真千金,https://hn.bfvvs.com/play/hls/en559J5d/index.m3u8
渐入佳婚3第三部,https://hn.bfvvs.com/play/hls/b822Lxje/index.m3u8
被员工网暴我反手取消福利,https://play.xluuss.com/play/hls/eXDDW4ge/index.m3u8
贴心咖啡美味店长,https://hn.bfvvs.com/play/hls/eZ66216e/index.m3u8
爱迟了很多年,https://cdn.yzzy34-play.com/20260129/39_d67d8ab4/2100k/hls/mixed.m3u8
繁华谢后遇春风,https://hn.bfvvs.com/play/hls/e0RRvWKb/index.m3u8
千金驾到短剧版,https://v11.qrssv.com/202405/01/GGTdP4FPRR8/video/2000k_1080/hls/index.m3u8
萌宝神助攻爹地哪里逃,https://v11.qrssv.com/202404/27/21G2USPyTz8/video/2000k_1080/hls/index.m3u8
反派儿子他爹是神豪,https://v13.yuglf.com/202601/13/XY5na4cRAa22/video/2000k_1080/hls/index.m3u8
夫人带娃溜爹地追妻死磕到底,https://cdn.yzzy34-play.com/20260201/1315_dfd7468a/2100k/hls/mixed.m3u8
我瞎教的你怎么真成天才了,https://vod.360zyx.vip/20260202/T9i22ehd/919kb/hls/index.m3u8
天才大小姐归来,https://bf.jisuziyuanbf.com/play/hls/e9rrO34a/index.m3u8
乖乖入局矜贵养兄后悔吧,https://v1.qsstvw.com/wjv1/202506/01/6MhCrgFv1y85/video/1000k_720/hls/index.m3u8
重生后让老公身败名裂1,https://bf.jisuziyuanbf.com/play/hls/mepMGY6a/index.m3u8
重生后让老公身败名裂2,https://bf.jisuziyuanbf.com/play/hls/lejDyRWb/index.m3u8
重生后总裁夫人重拳出击,https://v9.qsstvw.com/wjv9/202405/25/sSpu44SkMu81/video/1000k_720/hls/index.m3u8
重生后我一脚踹飞恋爱脑的儿子,https://bf.jisuziyuanbf.com/play/hls/axkG6W9e/index.m3u8
下山后从租赁男友开始修仙,https://vod.360zyx.vip/20260122/tC7h44xM/1143kb/hls/index.m3u8
修仙大佬都市扮凡人,https://bf.jisuziyuanbf.com/play/hls/eERlq8Na/index.m3u8
都市之君临天下,https://bf.jisuziyuanbf.com/play/hls/nelKjv1d/index.m3u8
困在女大宿舍我空间有自助餐厅,https://bf.jisuziyuanbf.com/play/hls/bmZZ8EOd/index.m3u8
老公无私奉献后我黑化了,https://p.bvvvvvvv7f.com/video/laogongwusifengxianhouwoheihualiao/%E5%85%A8%E9%9B%86/index.m3u8
我的穷鬼闺蜜竟是我上司,https://v3.qsstvw.com/wjv3/202503/21/Nt2KitU9KA75/video/1000k_720/hls/index.m3u8
全家偏宠假少那就一起出局,https://bf.jisuziyuanbf.com/play/hls/azpm7qrd/index.m3u8
失业后系统带我平步青云,https://v4.qsstvw.com/wjv4/202602/02/JTrNfuDtqx95/video/1000k_720/hls/index.m3u8
豪门被弃真千金是玄门团宠大佬,https://bf.jisuziyuanbf.com/play/hls/e5y8RWRe/index.m3u8
让你去实习你拿下女总裁,https://v3.qsstvw.com/wjv3/202602/02/RUN2GwfH6t96/video/1000k_720/hls/index.m3u8
意外闪婚我的老公竟是闺蜜大哥,https://bf.jisuziyuanbf.com/play/hls/bqxjxp7a/index.m3u8
黄金右眼姐姐护航,https://bf.jisuziyuanbf.com/play/hls/bqxxJ9pa/index.m3u8
我靠震惊值在荒年发家致富,https://bf.jisuziyuanbf.com/play/hls/bkRRzPNa/index.m3u8
繁星不为谁发光,https://bf.jisuziyuanbf.com/play/hls/dL99N84e/index.m3u8
假意真爱,https://bf.jisuziyuanbf.com/play/hls/dR6glP0d/index.m3u8
星云有相逢,https://bf.jisuziyuanbf.com/play/hls/av2goQ8a/index.m3u8
正送快递呢被帮派大小姐拉去闪婚,https://bf.jisuziyuanbf.com/play/hls/dJ66L4vd/index.m3u8
裴总夫人她贪财又好色,https://bf.jisuziyuanbf.com/play/hls/dL99MVje/index.m3u8
夫人顶级马甲炸翻全场,https://v10.qsstvw.com/wjv10/202602/02/HwLX6v10Mv92/video/1000k_720/hls/index.m3u8
新婚慢热,https://vodcnd08.rsfcxq.com/20251201/kPbLetQ6/1855kb/hls/index.m3u8
绝处逢君,https://bf.jisuziyuanbf.com/play/hls/av2go6na/index.m3u8
越夜越野,https://bf.jisuziyuanbf.com/play/hls/bqxxw20a/index.m3u8
乡村小圣医,https://bf.jisuziyuanbf.com/play/hls/kaz0Z8md/index.m3u8
迟冬不赴春,https://v10.qsstvw.com/wjv10/202412/10/ZQqmuvCJ8b82/video/1000k_720/hls/index.m3u8
爹地别作妈咪是真大佬,https://bf.jisuziyuanbf.com/play/hls/av22KpLa/index.m3u8
舒小姐结婚请签字,https://bf.jisuziyuanbf.com/play/hls/e9rrRgDa/index.m3u8
我真切伴她看过流萤,https://vod.360zyx.vip/20250924/YM1lzv0G/1013kb/hls/index.m3u8
入赘后女神老婆绷不住了,https://8.bf8bf.com/video/ruzhuihounvshenlaopobengbuzhuliao/%E5%85%A8%E9%9B%86/index.m3u8
❤擦边短剧❤,#genre#
擦边剧,https://thm3u8.com/20250407/ppXdRVow/index.m3u8
擦边剧女秘书,https://t0.97img.com/a1000191/a.m3u8
擦边剧破咒师,https://ckbhm3u8.vip/20251106/7JPAjgj0/index.m3u8
擦边剧清羽记,https://ckbhm3u8.com/20251203/JF8mA3SL/index.m3u8
擦边剧月下师生,https://ckbhm3u8.vip/20251106/OvPtvWLY/index.m3u8
擦边剧美女嫂子,https://ckbhm3u8.vip/20251106/TjLl8FZS/index.m3u8
擦边剧大豪客,https://v10.qsstvw.com/wjv10/202511/29/T1VwrhRki097/video/1000k_720/hls/index.m3u8
擦边剧职场趣闻,https://ckbhm3u8.vip/20251106/1ugNicql/index.m3u8
擦边剧小浩奇遇,https://ckbhm3u8.vip/20251106/yGias5VE/index.m3u8
擦边剧美女嫂子,https://ckbhm3u8.vip/20251106/DTvPu5KQ/index.m3u8
擦边剧王者归来,https://v6.qrssv.com/202501/16/Aua6QvG2zG19/video/2000k_1080/hls/index.m3u8
擦边剧人间逍遥,https://ckbhm3u8.vip/20251106/RYeD40TX/index.m3u8
擦边剧交换妻子,https://ckbhm3u8.com/20251205/nDmvhzcY/index.m3u8
擦边剧浮生如梦,https://ckbhm3u8.com/20251109/sAp9a6Nn/index.m3u8
擦边剧美女怀春,https://thm3u8.com/20251108/kpjRv0ko/1100kb/hls/index.m3u8
擦边剧小二传奇,https://v2.qsstvw.com/wjv2/202512/08/aAwgLrtXsL97/video/1000k_720/hls/index.m3u8
擦边剧飞上蓝天,https://ckbhm3u8.vip/20251106/VWOGCa5y/index.m3u8
擦边剧王者归来,https://v11.qrssuv.com/wjv11/202501/16/adiqmVNZ0783/video/index.m3u8
擦边剧豪门之外.https://v1.tlkqc.com/wjv1/202507/16/DiDgmY8SDb85/video/1000k_720/hls/index.m3u8
擦边剧外卖员1,https://ckbhm3u8.vip/20251106/8HZB8FIJ/index.m3u8
擦边剧外卖员2,https://ckbhm3u8.vip/20251106/R7CucDhL/index.m3u8
擦边剧富婆的专属外卖员,https://thm3u8.com/20250908/cRHS1zlL/index.m3u8
擦边剧富婆的专属外卖员,https://v2.qrssuv.com/wjv2/202512/05/cxhAscsKSF92/video/1000k_720/hls/index.m3u8
擦边剧主播妹妹,https://hn.bfvvs.com/play/Rb4ZRxke/index.m3u8?t=1767430740
擦边剧我的后妈1,https://ckbhm3u8.vip/20251106/oYRi9Ama/index.m3u8
擦边剧我的后妈2,https://ckbhm3u8.vip/20251106/KbQGLnHV/index.m3u8
擦边剧我是江辰1,https://hn.bfvvs.com/play/meppLQQe/index.m3u8
擦边剧我是江辰2,https://hn.bfvvs.com/play/hls/YaOj6yRe/index.m3u8
擦边剧我是江辰3,https://hn.bfvvs.com/play/hls/meppLgye/index.m3u8
擦边剧我是江辰4,https://hn.bfvvs.com/play/nellEY1e/index.m3u8
擦边剧亲亲家人1,https://vodcnd02.rsfcxq.com/20250211/p7ssjFoW/index.m3u8
擦边剧亲亲家人2,https://vodcnd02.rsfcxq.com/20250211/OVoZb0YE/index.m3u8
擦边剧亲亲家人3,https://vodcnd02.rsfcxq.com/20250211/K2UoUHGu/index.m3u8
擦边剧亲亲家人4,https://vodcnd02.rsfcxq.com/20250211/L5d8synx/index.m3u8
擦边剧风雨夜未央1,https://play.xluuss.com/play/ZdPnoLza/index.m3u8
擦边剧风雨夜未央2,https://hn.bfvvs.com/play/hls/9avnB3ga/index.m3u8
擦边剧爱逛后花园,https://v14.yuglf.com/202511/29/3eNSHRKSvn20/video/2000k_1080/hls/index.m3u8
擦边剧不可告人的秘密,https://v13.yuglf.com/202508/25/TDRysfkDpp23/video/2000k_1080/hls/index.m3u
擦边剧深情错爱,https://vodcnd13.myqqdd.com/20251214/67zthsjd/index.m3u8
擦边剧金屋藏骄,https://v9.qrssuv.com/wjv9/202512/13/i6F1Crv42i93/video/1000k_720/hls/index.m3u8
擦边剧温柔的秘书,https://ckbhm3u8.com/20251106/VxigxS2u/index.m3u8
擦边剧香气的女人,https://ckbhm3u8.com/20251109/ir9VAzBF/index.m3u8
擦边剧温柔的触摸,https://ckbhm3u8.com/20251110/17NT8Usw/index.m3u8
擦边剧小姨子的幸福生活1,https://vodcnd14.rsfcxq.com/20250307/POQEFcyQ/index.m3u8
擦边剧小姨子的幸福生活2,https://vodcnd14.rsfcxq.com/20250307/GBaYMEfi/index.m3u8
擦边剧小姨子的幸福生活3,https://vodcnd14.rsfcxq.com/20250307/l48sNEtg/index.m3u8
擦边剧小姨子的幸福生活4,https://vodcnd14.rsfcxq.com/20250307/z1lVm3RS/index.m3u8
擦边剧拥有读心术后我称霸职场1,https://cdn.wlcdn88.com:777/068f4702/index.m3u8
擦边剧拥有读心术后我称霸职场2,https://cdn.wlcdn88.com:777/7cfb9f47/index.m3u8
擦边剧拥有读心术后我称霸职场3,https://cdn.wlcdn88.com:777/7662ecf6/index.m3u8
擦边剧一品假太监1,https://bf.jisuziyuanbf.com/play/hls/Yerw0Q2a/index.m3u8
擦边剧一品假太监2,https://bf.jisuziyuanbf.com/play/hls/nelnOAjb/index.m3u8
擦边剧一品假太监3,https://bf.jisuziyuanbf.com/play/hls/rb25R6Ma/index.m3u8
擦边剧一品假太监4,https://bf.jisuziyuanbf.com/play/hls/yb85qmjd/index.m3u8
擦边剧一品假太监,https://v10.qsstvw.com/wjv10/202511/29/BSPz9TVKqZ89/video/1000k_720/hls/index.m3u8
擦边剧乡村爱情故事1,https://bf.jisuziyuanbf.com/play/hls/Pe9olBxb/index.m3u8
擦边剧乡村爱情故事2,https://bf.jisuziyuanbf.com/play/hls/9avyNJXe/index.m3u8
擦边剧乡村爱情故事3,https://bf.jisuziyuanbf.com/play/hls/vbmmAX9b/index.m3u8
擦边剧乡村爱情故事4,https://bf.jisuziyuanbf.com/play/hls/9avyNJ0e/index.m3u8
擦边剧乡村爱情故事,https://v11.qsstvw.com/wjv11/202512/05/gQQPaE7TbN90/video/1000k_720/hls/index.m3u8
擦边剧村超小峰1,https://bf.jisuziyuanbf.com/play/hls/vbmpZJEa/index.m3u8
擦边剧村超小峰2,https://bf.jisuziyuanbf.com/play/hls/QbYAEOWb/index.m3u8
擦边剧村超小峰3,https://bf.jisuziyuanbf.com/play/hls/Pe9wrlJb/index.m3u8
擦边剧村超小峰4,https://bf.jisuziyuanbf.com/play/hls/Le3n14Ad/index.m3u8
擦边剧村超小峰5,https://bf.jisuziyuanbf.com/play/hls/0dNmkN2b/index.m3u8
擦边剧村超小峰,https://v11.qsstvw.com/wjv11/202511/29/TrBaYpHG3V89/video/1000k_720/hls/index.m3u8
李飞的幸福生活1,https://bf.jisuziyuanbf.com/play/hls/QdJgg1le/index.m3u8
李飞的幸福生活2,https://bf.jisuziyuanbf.com/play/hls/zbq00oRa/index.m3u8
